,SeniorCitizen,Tenure,MonthlyCharges,TotalCharges,Gender,Partner,Dependents,PhoneService,MultipleLines,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,PaperlessBilling,Churn,InternetService_DSL,InternetService_Fiber optic,InternetService_No,Contract_Month-to-month,Contract_One year,Contract_Two year,PaymentMethod_Bank transfer (automatic),PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check
3008,0,-0.8702409464784621,-1.4876969250676457,-0.9122711141106074,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
3009,0,-1.2774445836787653,-1.3215172250510334,-0.9947502607455039,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1
3010,1,0.2292088739623576,0.5214156481331974,0.38952732384386907,0,0,1,1,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1
3011,0,-0.9516816739185225,-1.4960059100684764,-0.9128446519048056,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
3012,0,0.8807346934828432,0.02952373608402483,0.5677872821098756,0,1,1,1,1,1,1,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0
3013,0,-0.13727439951791573,0.20733601510180005,-0.08807524470177047,1,0,0,1,1,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,1,0,0
3014,1,0.47353105628253944,0.812230123162269,0.7766873940736283,0,1,0,1,1,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0
3015,0,1.0843365120829949,0.7308020701541289,1.2821947822216064,0,1,1,1,0,1,1,1,1,1,1,1,0,1,0,0,0,0,1,0,0,1,0
3016,0,-1.1960038562387045,-0.31446824295036274,-0.9192418042247092,1,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,1,0
3017,0,-0.5851984004382494,-0.10840541492976341,-0.5260154688640067,1,1,1,1,0,1,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1
3018,1,1.4100994218432374,-1.3181936310507012,-0.26805581635037196,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
3019,0,-0.42231694555812815,-0.31945363395086096,-0.4736911747163806,1,1,1,1,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0
3020,0,0.025607055362205745,-1.0207319680209652,-0.5143241215207345,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0
3021,0,-1.114563128798644,-1.4893587220678117,-0.9585512022732211,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1
3022,0,-1.236724219958735,-1.4893587220678117,-0.9889487053657291,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1
3023,0,1.6137012404433893,0.8288480931639302,1.7910110422591898,0,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,1,0,1,0,0
3024,0,-0.9516816739185225,-1.4744025490663168,-0.9245580583940086,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1
3025,0,1.4100994218432374,-1.2783105030467141,-0.2606660024635866,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
3026,0,-0.6666391278783101,0.6709773781481486,-0.3977194761310412,1,1,0,1,1,0,0,0,0,1,0,1,1,0,1,0,1,0,0,0,0,1,0
3027,0,-0.992402037638553,-1.46443176706532,-0.9450730641095618,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1
3028,0,-1.114563128798644,-0.7149613199903985,-0.9091607745343783,0,0,0,0,0,1,1,1,1,0,0,1,1,1,0,0,1,0,0,0,0,0,1
3029,0,-0.38159658183809775,-0.5454580259734537,-0.534971482111872,0,1,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,1,0,0
3030,0,-1.2774445836787653,0.49150330213020693,-0.9706837325351074,0,0,0,1,0,0,0,0,0,1,0,1,1,0,1,0,1,0,0,0,0,1,0
3031,1,0.7178532386027217,0.20899781210196614,0.5140291434767539,1,1,0,1,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,1,0
3032,0,-0.6259187641582799,-1.505976692069473,-0.8429612775963401,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
3033,0,1.4508197855632678,1.5301264272340338,2.326739460332231,1,1,0,1,1,1,1,1,0,1,1,1,0,0,1,0,0,0,1,1,0,0,0
3034,0,-1.2774445836787653,0.6560212051466532,-0.9684998770879679,0,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0
3035,1,-0.30015585439803705,0.15083491709615154,-0.20587108397172169,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0
3036,0,1.4100994218432374,-0.5122220859701313,0.45954305302791865,0,0,0,0,0,1,0,1,1,1,0,1,0,1,0,0,0,1,0,1,0,0,0
3037,0,-0.015113308357824623,-1.4760643460664828,-0.6936429187914149,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
3038,1,1.4100994218432374,1.3572995392167573,2.1319792609100583,1,1,0,1,1,1,1,0,0,1,1,1,0,0,1,0,0,1,0,0,0,1,0
3039,1,1.6137012404433893,-0.01035939191996217,1.0417942098688109,0,1,0,0,0,1,1,1,1,1,1,1,0,1,0,0,0,0,1,0,1,0,0
3040,0,1.572980876723359,1.4570073592267243,2.3873138750579397,0,1,0,1,1,0,1,1,1,1,1,1,1,0,1,0,0,0,1,0,1,0,0
3041,0,-1.2774445836787653,-0.49394231896830404,-0.983764806072014,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0
3042,0,0.5549717837226001,-1.1453667430334242,-0.39690328773160527,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0
3043,1,-1.236724219958735,-1.1420431490330922,-0.9710807971618601,1,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,1,0,0,0,0,1,0
3044,0,-1.2774445836787653,-0.6435040489832552,-0.9857501292057773,1,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,1
3045,0,0.636412511162661,0.02952373608402483,0.3595268853781138,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0
3046,0,1.1657772395230555,1.2808568772091153,1.8700048438370356,1,1,0,1,1,0,0,1,1,1,1,1,0,0,1,0,0,1,0,1,0,0,0
3047,0,-0.015113308357824623,0.6443886261454906,0.13509713467914652,1,1,0,1,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0
3048,0,-1.236724219958735,-0.6750781919864114,-0.9692940063414731,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
3049,0,-1.1960038562387045,-1.4960059100684764,-0.9798162189504183,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0
3050,0,-1.114563128798644,0.6859335511496437,-0.8178800286731314,1,0,0,1,0,0,0,0,1,0,1,1,1,0,1,0,1,0,0,0,1,0,0
3051,0,1.572980876723359,0.8354952811645948,1.792511064182478,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,1,1,0,0,0
3052,0,0.18848851024232705,-0.32277722795119346,-0.10984762173537371,0,1,0,1,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1
3053,0,1.3286586944031766,1.3074456292117733,1.9501677801492086,0,1,1,1,1,0,0,1,1,1,1,1,0,0,1,0,0,0,1,1,0,0,0
3054,0,1.4100994218432374,1.3905354792200795,2.1904580567723504,1,0,1,1,1,0,1,0,1,1,1,1,0,0,1,0,0,1,0,1,0,0,0
3055,0,0.6771328748826911,0.3469269631157544,0.6170232958272038,0,0,1,1,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0
3056,0,0.7178532386027217,0.1907180451001389,0.5324705894748212,0,1,1,1,1,1,0,0,1,1,0,1,0,1,0,0,0,0,1,0,1,0,0
3057,0,-0.30015585439803705,-1.5009913010689748,-0.8243874767226886,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
3058,0,-0.6259187641582799,-0.2961884759485351,-0.5921708475101835,1,0,1,1,1,0,0,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0,1
3059,0,1.2879383306831464,-1.3530913680541896,-0.3179094861537596,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1
3060,0,-0.30015585439803705,-0.886126411007509,-0.5776559294877813,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0
3061,1,-0.38159658183809775,1.3838882912194153,0.0898979446671372,0,0,0,1,1,0,1,1,0,1,1,1,1,0,1,0,1,0,0,0,0,1,0
3062,1,-0.3408762181180674,-1.0140847800203006,-0.6403921405146991,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1
3063,0,0.18848851024232705,1.1728400721983174,0.675369736813912,1,0,0,1,1,0,0,1,0,1,1,1,0,0,1,0,1,0,0,0,0,1,0
3064,0,-0.4630373092781585,0.1292315560939925,-0.34700549963635613,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0
3065,0,-1.2774445836787653,-0.6302096729819262,-0.9855736560383316,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1
3066,0,-0.9109613101984922,0.3652067301175816,-0.6628483510721543,1,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1
3067,0,-1.0738427650786138,0.6526976111463214,-0.7603277169399285,0,0,0,1,0,0,1,0,0,0,1,1,1,0,1,0,1,0,0,0,0,1,0
3068,0,0.7585736023227518,1.0515288911861906,1.1608915387486733,0,1,0,1,1,1,1,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0
3069,0,-0.9109613101984922,-1.4694171580658184,-0.9231242139085128,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1
3070,0,-1.0738427650786138,-0.4590445819648153,-0.8700719679451735,1,0,0,0,0,1,1,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0
3071,0,0.5956921474426308,0.8554368451665881,0.8994024228861264,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,1,0,0,0,1
3072,0,1.1657772395230555,0.48651791112970905,1.1209644846141023,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,0,0,1,0,0,0,1,0
3073,0,0.7992939660427824,-0.19980424993890034,0.3347765236438656,1,0,0,0,0,1,1,1,0,1,1,1,0,1,0,0,0,0,1,1,0,0,0
3074,0,0.10704778280226648,-0.1765390919365745,-0.06301605492449236,1,1,1,1,1,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0
3075,0,1.572980876723359,1.3606231332170895,2.2908051116111157,0,1,0,1,1,0,1,1,0,1,1,1,0,0,1,0,0,1,0,1,0,0,0
3076,0,-1.0738427650786138,-0.2828940999472065,-0.8341155600781284,1,0,0,1,0,1,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0
3077,0,0.51425142000257,-0.38094012295700774,0.007286443156656398,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
3078,1,-1.236724219958735,0.6909189421501419,-0.9230800956166516,1,0,0,1,1,0,0,0,0,1,0,1,1,0,1,0,1,0,0,0,0,1,0
3079,0,-1.1552834925186743,0.1292315560939925,-0.8905207962229347,1,0,0,1,0,0,1,0,0,1,1,1,1,1,0,0,1,0,0,1,0,0,0
3080,0,-1.236724219958735,-1.3447823830533592,-0.988816350490145,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
3081,0,-1.1552834925186743,0.43500220412455876,-0.8737779044615315,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0
3082,0,0.7585736023227518,-0.1615829189350794,0.3370044973828665,0,0,0,1,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0
3083,0,1.125056875803025,-1.356414962054522,-0.3411818851106506,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
3084,0,-0.9516816739185225,-1.4827115340671475,-0.9335581899337352,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1
3085,0,-1.1960038562387045,1.3489905542159264,-0.8631674552688636,0,0,0,1,1,0,1,1,0,1,1,1,1,0,1,0,1,0,0,1,0,0,0
3086,0,-0.6259187641582799,1.026601936183699,-0.2822398471838137,0,0,0,1,1,0,0,1,1,0,1,1,0,0,1,0,1,0,0,1,0,0,0
3087,0,-0.992402037638553,0.7407728521551254,-0.6695543314350879,1,0,0,1,1,0,0,0,0,1,0,1,1,0,1,0,1,0,0,0,0,1,0
3088,0,0.5549717837226001,0.5396954151350247,0.6911640853002948,0,1,1,1,0,1,0,1,1,1,1,0,0,1,0,0,0,0,1,0,0,0,1
3089,0,1.4508197855632678,0.5878875281398425,1.4854036345352377,1,0,0,1,0,1,1,1,1,1,1,1,0,1,0,0,0,0,1,0,1,0,0
3090,0,-1.2774445836787653,-0.374292934956343,-0.9821765475650034,0,0,0,1,0,0,0,0,0,1,0,1,1,1,0,0,1,0,0,0,0,0,1
3091,0,-1.1552834925186743,-1.4710789550659846,-0.9709043239944145,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
3092,0,-1.2774445836787653,-1.3181936310507012,-0.9947061424536424,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,1
3093,0,-0.17799476323794608,-0.3443805889533529,-0.33668181934078745,0,0,1,1,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0
3094,0,0.2699292376823878,-0.20478964093939855,-0.024368431253901552,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0
3095,0,-0.8702409464784621,0.66599198714765,-0.6136785147926185,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0
3096,0,1.572980876723359,-0.11172900893009556,0.8958729595372141,1,1,0,0,0,0,1,1,1,1,1,1,0,1,0,0,0,0,1,0,1,0,0
3097,0,-1.236724219958735,-1.4744025490663168,-0.9868530865023123,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1
3098,1,-0.09655403579788535,0.49482689613053943,0.037683946249164414,0,1,0,1,0,0,1,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,1
3099,0,-0.6259187641582799,-1.4827115340671475,-0.8497554945429965,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
3100,0,0.9214550572028734,0.986718808179712,1.2323852307100802,1,1,0,1,1,0,1,1,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0
3101,0,1.0436161483629642,0.4998122871310377,0.9913890614171558,1,0,0,1,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0
3102,0,-1.114563128798644,-0.3510277769540172,-0.8697851990480743,1,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0
3103,1,-1.2774445836787653,-1.505976692069473,-0.9971988259438119,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,1,0
3104,1,-0.9516816739185225,0.30870563211193347,-0.7064592825771531,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0
3105,0,-0.25943549067800664,-0.518869273970796,-0.45990420850969155,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0
3106,0,0.7178532386027217,-1.5076384890696393,-0.5540305841959989,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
3107,0,1.6137012404433893,1.624848856243503,2.60430969357826,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,1,0,0,0
3108,0,0.43281069256250926,1.3705939152180866,0.9937935083236024,1,0,1,1,0,1,1,0,1,1,1,1,0,0,1,0,0,1,0,0,1,0,0
3109,0,0.9621754209229035,-1.289943082047877,-0.36868964008623667,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0
3110,0,-1.2774445836787653,-1.517609271070636,-0.9973532399653268,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1
3111,0,1.6137012404433893,1.2841804712094482,2.246907411209018,0,1,1,1,1,0,1,1,0,1,1,1,1,0,1,0,0,0,1,0,0,1,0
3112,0,1.6137012404433893,1.1894580421999785,2.2259291634289204,0,1,0,1,1,1,1,0,1,0,1,1,0,0,1,0,0,0,1,1,0,0,0
3113,0,0.14776814652229683,1.0182929511828682,0.5269778621380763,0,1,0,1,1,0,0,0,0,1,1,1,0,0,1,0,1,0,0,0,0,1,0
3114,0,-1.114563128798644,0.3452651661155883,-0.8325493607170485,0,0,0,1,0,0,0,1,1,1,1,0,0,1,0,0,1,0,0,1,0,0,0
3115,0,-0.7888002190384013,0.6543594081464871,-0.5387435960660222,1,0,0,1,1,0,1,1,0,0,0,1,1,0,1,0,1,0,0,0,0,1,0
3116,1,0.47353105628253944,0.810568326162103,0.7548708987481637,1,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0
3117,1,1.5322605130033289,1.433742201224399,2.292437488409988,1,1,1,1,1,0,1,1,1,1,1,1,0,0,1,0,0,1,0,0,0,1,0
3118,0,0.47353105628253944,-1.5043148950693068,-0.6371715052088167,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
3119,1,-0.015113308357824623,0.7042133181514709,0.15391358615803585,1,1,0,1,1,0,0,0,0,1,0,1,1,0,1,0,1,0,0,0,1,0,0
3120,0,1.491540149283298,-1.3231790220511994,-0.24767316551040297,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0
3121,1,-0.6666391278783101,-0.17820088893674058,-0.5540526433419297,1,0,0,1,0,0,0,0,1,1,0,0,1,1,0,0,1,0,0,0,0,1,0
3122,1,1.4508197855632678,-1.5043148950693068,-0.4792059611990561,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
3123,0,-0.6666391278783101,0.17243827809831166,-0.47393382532161826,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0
3124,0,1.4508197855632678,0.6011819041411711,1.542691236517272,0,1,1,1,0,1,1,0,1,1,1,0,0,1,0,0,0,0,1,1,0,0,0
3125,0,-1.1552834925186743,-1.5209328650709681,-0.9709705014322066,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1
3126,0,-0.25943549067800664,-0.8611994560050172,-0.5535011646936621,1,1,1,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0
3127,0,-0.13727439951791573,-1.1353959610324273,-0.6279728413557136,1,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,1,0,0,0,0,1,0
3128,0,-1.114563128798644,-1.4760643460664828,-0.951955517639941,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0
3129,0,1.5322605130033289,1.0049985751815393,1.907306859605853,0,1,0,1,1,0,1,1,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0
3130,0,-0.3408762181180674,0.32033821111309674,-0.25007761241684934,0,1,0,1,0,1,0,0,1,1,1,0,0,1,0,0,0,1,0,1,0,0,0
3131,1,1.6137012404433893,0.45494376812655246,1.5011318055838287,1,1,0,1,1,1,1,1,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0
3132,0,-1.2774445836787653,0.31701461711276424,-0.9729999428578313,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1
3133,0,1.5322605130033289,-0.4557209879644831,0.5979862528890075,0,1,0,0,0,0,1,1,1,0,1,1,0,1,0,0,0,1,0,1,0,0,0
3134,0,0.14776814652229683,-1.5142856770703037,-0.6956723602170396,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0
3135,1,0.2292088739623576,1.156222102196656,0.64170748012366,1,0,0,1,1,0,0,0,1,1,1,1,1,0,1,0,1,0,0,0,0,1,0
3136,0,-0.6259187641582799,0.17410007509847739,-0.5008459833570753,1,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,1,0
3137,0,0.3513699651224485,1.4736253292283856,0.9593591815257758,1,1,1,1,1,0,1,1,1,1,1,1,0,0,1,0,0,1,0,1,0,0,0
3138,0,-1.2774445836787653,-0.6468276429835875,-0.9857942474976388,1,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,1,0
3139,0,-1.236724219958735,-1.1603229160349193,-0.9724264050636329,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0
3140,0,-0.748079855318371,0.38847188811990746,-0.5127358630137239,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0
3141,1,-1.236724219958735,1.0083221691818711,-0.9262566126306726,0,0,0,1,0,0,1,1,1,0,1,1,1,0,1,0,1,0,0,0,1,0,0
3142,0,-1.2774445836787653,-1.4943441130683102,-0.997044411922297,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1
3143,0,-0.7888002190384013,0.2671607071077804,-0.5954576602538583,0,1,1,1,1,0,1,1,1,1,0,1,0,1,0,0,1,0,0,0,0,1,0
3144,0,-1.0738427650786138,-1.5225946620711344,-0.9571835352255176,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1
3145,0,-1.1552834925186743,0.3951190761205721,-0.8586012120612082,1,0,0,1,0,0,1,0,0,0,0,1,1,0,1,0,1,0,0,1,0,0,0
3146,0,-1.114563128798644,1.1429277261953275,-0.8006077174093913,1,1,1,1,0,0,1,0,1,1,1,1,1,0,1,0,1,0,0,0,0,0,1
3147,0,-0.7073594915983406,1.2293411702039658,-0.26926906937656053,1,1,0,1,0,1,0,1,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0
3148,0,0.5956921474426308,0.35523594811658515,0.5582577310678123,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
3149,0,-0.992402037638553,-0.021991970921125092,-0.7834015835834435,1,0,0,1,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1
3150,0,-0.6259187641582799,-1.2999138640488739,-0.8115711129369505,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1
3151,0,-0.7073594915983406,0.34360336911542183,-0.4977356437808462,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
3152,0,-0.25943549067800664,1.033249124184363,0.0863023038804327,1,0,0,1,0,1,0,1,1,0,1,1,0,0,1,0,0,1,0,1,0,0,0
3153,0,-0.38159658183809775,-0.3443805889533529,-0.4546320726322536,1,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
3154,1,-1.1552834925186743,0.2654989101076143,-0.8655939613212408,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0
3155,0,-0.13727439951791573,-1.492682316068144,-0.7697249131064079,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
3156,0,-0.30015585439803705,-1.519271068070802,-0.8022621533541939,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1
3157,0,-0.9516816739185225,-0.6584602219847501,-0.8156299957881997,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1
3158,0,-0.5851984004382494,-0.505574897969467,-0.6182668171462046,0,1,0,1,0,0,0,1,0,0,0,1,1,1,0,0,1,0,0,0,0,0,1
3159,1,-1.1960038562387045,1.0000131841810407,-0.857652668786188,0,0,0,1,1,0,0,0,0,1,1,1,0,0,1,0,1,0,0,0,0,1,0
3160,0,1.491540149283298,-0.6152534999804309,0.37132852845103964,1,1,1,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0
3161,0,-0.748079855318371,-1.509300286069805,-0.8624836217450118,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
3162,0,-0.544478036718219,0.16080569909714837,-0.39052819455763216,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1
3163,1,0.2699292376823878,0.8620840331672528,0.5000877632485499,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0
3164,0,-0.05583367207785499,1.217708591202803,0.3811448483902022,0,0,0,1,0,0,1,1,0,1,1,1,0,0,1,0,1,0,0,0,0,1,0
3165,0,-0.3408762181180674,-1.479387940066815,-0.8117696452503268,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
3166,0,-0.748079855318371,-0.5305018529719588,-0.7126579025836806,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0
3167,0,1.2879383306831464,0.3186764141129299,1.0940523265786453,1,1,0,1,0,1,1,1,1,0,1,1,0,1,0,0,0,0,1,0,0,0,1
3168,0,0.7178532386027217,-1.509300286069805,-0.5500378787825418,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1
3169,0,0.7992939660427824,0.1325551500943243,0.5307940943840878,0,1,1,1,0,0,1,1,1,1,0,1,0,1,0,0,0,1,0,0,0,1,0
3170,0,-0.17799476323794608,1.1778254631988159,0.18031838383708665,0,0,0,1,1,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0
3171,0,-0.4630373092781585,-1.4594463760648217,-0.81375496838409,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0
3172,0,-0.30015585439803705,1.0349109211845295,0.0745668382452991,0,0,1,1,0,0,1,0,0,1,1,1,1,0,1,0,1,0,0,0,0,1,0
3173,0,-0.6259187641582799,-1.509300286069805,-0.8703366776963419,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
3174,0,1.0436161483629642,-0.656798424984584,0.18071544846383936,0,1,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,1,0,0
3175,1,-0.6259187641582799,0.5563133851366858,-0.41935949828906033,0,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0
3176,0,0.7585736023227518,-1.304899255049372,-0.440514219236604,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
3177,0,1.6137012404433893,-0.5271782589716265,0.5502723202408981,0,1,1,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1
3178,0,0.7992939660427824,0.6427268291453242,0.912770265320132,0,1,0,1,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0
3179,0,-0.2187151269579763,-1.5009913010689748,-0.7582100389305811,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1
3180,0,-1.1960038562387045,-1.4876969250676457,-0.9777206000870017,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1
